url,neighborhood,source,dest,matrix
"https://drive.google.com/uc?export=view&id=1-5m1Vz95cfW9oB7r0RYWNOdVXCQplv89
",columbia,"POLYGON ((455.5 1892.5, 455 1669.5, 671.5 1674, 672.5 1897.5, 455.5 1892.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.8052224575425866, -0.13404721126473435, 0.0], [0.02792219266802931, 5.048923655209819, 0.0], [6277167.52900205, 1833068.9641356925, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=1-QeJIbcgTfKKXNkMe_fx-OaDeB4-mR37
",east_village,"POLYGON ((105.5 1732.5, 108 1504.5, 635.5 1505.5, 633.5 1737, 105.5 1732.5))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[5.160266682472065, -0.04325084065117614, 0.0], [0.06138307606397575, 5.026621377485071, 0.0], [6281622.79325042, 1832319.5315388064, 1.0]]"
"https://drive.google.com/uc?export=view&id=1-YRcw04UbM55V_9hp2otRaexIt8_9CEl
",east_village_south,"POLYGON ((147.5 1853.5, 141 1578.5, 608 1563.5, 614 1848, 147.5 1853.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[5.822603411490369, 0.08818136399074357, 0.0], [-0.11580278781138986, 6.787275969667689, 0.0], [6281630.9180892, 1827273.231604715, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=1-fX8Zc7gzmQjgGR5MEohf8lPONb6_q69
",gaslamp,"POLYGON ((483 1950, 482.5 1582.5, 664 1582.5, 665.5 1950, 483 1950))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[3.0631986784700262, -0.005494463601892461, 0.0], [-0.006973330220716889, 7.300695222932518, 0.0], [6279967.556652748, 1827174.2995108357, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=1-quXvc0GNjU7svP4tIIK4wqNEpNSno88
",city_center,"POLYGON ((211.5 1804.5, 210.5 1685, 687.5 1682, 686.5 1803.5, 211.5 1804.5))","POLYGON ((6280315 1841426.99999984, 6280318 1842176.99899985, 6283399.60100012 1842164.96199983, 6283395.99999989 1841402.99999985, 6280315 1841426.99999984))","[[6.473407632341403, -0.011492667029065044, 0.0], [0.027852686689584516, 6.273676269781845, 0.0], [6278902.022100667, 1830858.4274619068, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=107JASMcwG6HC3Eo0MWxIiQXyLz6V2sLP
",cortez,"POLYGON ((261 1786.5, 258 1641, 666 1640.5, 665 1788.5, 261 1786.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[5.5220704176249855, -0.038107040438635456, 0.0], [-0.009806685902276513, 5.162724551325255, 0.0], [6279180.350817304, 1834480.8742845098, 1.0000000000000004]]"
"https://drive.google.com/uc?export=view&id=10FZE_Ugccb-9KG2LZLZttwgWOhtLD47d
",east_village,"POLYGON ((138.5 1731.5, 138 1522.5, 612.5 1520.5, 612.5 1731, 138.5 1731.5))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[5.742763007482405, -0.004463326410138482, 0.0], [0.005102299500777008, 5.506558511111962, 0.0], [6281470.762083667, 1831491.9463224853, 1.0]]"
"https://drive.google.com/uc?export=view&id=10I--PO0hS8MmdkIPZ71TVS7OebG6UB8g
",cortez,"POLYGON ((270 1776.5, 268 1637, 640 1641, 635 1775.5, 270 1776.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[6.083220971175705, -0.05447213233260584, 0.0], [0.09306134185817427, 5.527017551843073, 0.0], [6278801.376353574, 1833900.1120240546, 0.9999999999999996]]"
"https://drive.google.com/uc?export=view&id=10OjziZvZ4tZjSbMLJyin2yQCFJDP96_X
",east_village_south,"POLYGON ((123.5 1880.5, 123 1604.5, 585 1598.5, 583 1882, 123.5 1880.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[5.901094523333488, -0.028474851621809096, 0.0], [0.03027631541408482, 6.789705442588229, 0.0], [6281492.057638303, 1827105.3579712168, 1.0000000000000004]]"
"https://drive.google.com/uc?export=view&id=10dDjnVJMllv46jIVJDIfjYoLzOYPYY6g
",east_village_south,"POLYGON ((157.5 1850.5, 154 1575.5, 617 1563.5, 619 1846, 157.5 1850.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[5.881053478010755, 0.060151813132369086, 0.0], [-0.043640286553454644, 6.813545200965109, 0.0], [6281430.897838243, 1827251.9435788912, 0.9999999999999998]]"
